Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
209,Bruce Brown,28,TOR,PG,13,0,20.3,3.5,7.7,.460,0.6,1.9,.320,2.9,5.8,.507,.500,1.4,1.6,.857,1.1,3.2,4.2,1.6,0.9,0.2,1.4,1.7,9.1,,brownbr01
210,Dalton Knecht,23,LAL,SF,44,12,20.9,3.3,7.3,.458,1.5,4.4,.351,1.8,2.8,.624,.564,1.0,1.2,.808,0.5,2.6,3.1,0.9,0.4,0.1,0.5,1.4,9.1,,knechda01
211,Dereck Lively II,20,DAL,C,32,25,24.0,3.9,5.5,.701,0.0,0.0,,3.9,5.5,.701,.701,1.4,2.2,.638,3.1,4.8,7.8,2.6,0.5,1.7,1.2,2.9,9.1,,livelde01
212,Caleb Martin,29,PHI,SF,31,24,30.4,3.3,7.5,.435,1.1,2.8,.379,2.2,4.7,.469,.506,1.5,2.4,.622,1.4,3.0,4.4,2.2,1.1,0.6,1.4,2.0,9.1,,martica02
213,Dorian Finney-Smith,31,2TM,PF,31,22,27.0,3.2,6.8,.467,2.0,4.7,.428,1.2,2.2,.552,.613,0.6,0.9,.655,1.4,2.6,4.0,1.3,0.9,0.4,0.7,2.5,9.0,,finnedo01
213,Dorian Finney-Smith,31,BRK,PF,20,20,29.0,3.7,8.0,.459,2.4,5.4,.435,1.3,2.6,.510,.607,0.8,1.2,.625,1.6,3.0,4.6,1.6,0.9,0.6,0.9,2.7,10.4,,finnedo01
213,Dorian Finney-Smith,31,LAL,PF,11,2,23.5,2.4,4.8,.491,1.4,3.4,.405,1.0,1.5,.688,.632,0.4,0.5,.800,1.2,1.9,3.1,0.8,0.8,0.0,0.4,2.0,6.5,,finnedo01
214,Yves Missi,20,NOP,C,44,38,26.8,3.5,6.2,.566,0.0,0.0,.000,3.5,6.2,.568,.566,1.9,2.9,.661,3.5,4.5,8.0,1.4,0.6,1.5,1.2,2.1,9.0,,missiyv01
215,Carlton Carrington,19,WAS,PG,45,34,29.8,3.3,8.3,.396,1.6,4.6,.340,1.7,3.7,.467,.491,0.8,0.9,.810,0.4,3.8,4.1,3.8,0.8,0.2,1.5,2.5,8.9,,carrica01
216,Tristan Da Silva,23,ORL,SF,44,34,26.3,3.3,8.0,.419,1.3,4.0,.331,2.0,4.0,.506,.501,0.8,1.0,.841,1.3,2.8,4.2,1.8,0.5,0.2,0.9,1.5,8.8,,dasiltr01
217,Aaron Nesmith,25,IND,SF,10,7,19.6,3.1,5.7,.544,1.1,2.2,.500,2.0,3.5,.571,.640,1.5,1.7,.882,0.5,3.0,3.5,0.9,0.4,0.2,0.9,2.9,8.8,,nesmiaa01
218,Dalano Banton,25,POR,PG,37,0,15.7,3.1,7.6,.406,1.2,3.3,.352,1.9,4.4,.447,.482,1.3,1.9,.700,0.3,1.6,1.9,2.2,0.8,0.5,1.3,1.0,8.7,,bantoda01
219,Wendell Carter Jr.,25,ORL,C,35,26,25.8,3.1,6.9,.442,0.5,2.3,.195,2.6,4.6,.569,.475,2.1,3.0,.712,1.8,5.5,7.3,2.3,0.9,0.6,1.0,2.9,8.7,,cartewe01
220,Georges Niang,31,CLE,PF,46,1,20.4,3.2,6.9,.472,1.7,4.4,.398,1.5,2.5,.600,.598,0.3,0.5,.762,0.7,3.1,3.8,1.4,0.3,0.1,1.0,2.4,8.6,,niangge01
221,Jusuf Nurkić,30,PHO,C,25,23,23.7,3.0,6.5,.454,0.8,2.4,.322,2.2,4.2,.529,.512,1.9,2.8,.696,1.8,7.3,9.2,1.9,0.9,0.6,2.3,3.1,8.6,,nurkiju01
222,Kel'el Ware,20,MIA,C,30,4,16.8,3.5,6.2,.565,0.8,1.8,.426,2.7,4.4,.621,.626,0.8,1.1,.727,1.0,3.8,4.8,0.5,0.6,1.0,0.7,1.3,8.6,,wareke01
223,Moses Moody,22,GSW,SG,38,4,17.7,2.9,6.7,.439,1.6,4.1,.397,1.3,2.6,.505,.561,0.9,1.3,.735,0.5,1.5,2.0,1.1,0.5,0.3,0.7,1.3,8.5,,moodymo01
224,Draymond Green,34,GSW,PF,34,32,27.8,2.9,7.1,.415,1.4,3.7,.362,1.6,3.4,.474,.510,1.2,1.9,.615,1.0,5.0,6.0,5.5,1.0,1.1,2.5,3.1,8.4,,greendr01
225,Jaylen Nowell,25,NOP,SG,8,0,21.0,3.3,9.1,.356,1.0,3.4,.296,2.3,5.8,.391,.411,0.9,1.4,.636,0.8,1.8,2.5,2.3,0.1,0.5,1.0,1.1,8.4,,nowelja01
226,Nickeil Alexander-Walker,26,MIN,SG,46,2,22.9,3.0,6.7,.448,1.6,3.9,.400,1.4,2.8,.516,.565,0.7,1.0,.696,0.6,2.3,2.8,2.3,0.6,0.3,1.3,1.7,8.3,,alexani01
227,Max Christie,21,LAL,SG,43,22,24.9,2.7,6.2,.442,1.3,3.4,.372,1.4,2.7,.530,.545,1.6,1.9,.854,0.6,2.0,2.6,1.4,0.8,0.5,0.9,1.5,8.3,,chrisma02
228,Jaden Hardy,22,DAL,SG,36,3,15.8,3.0,6.9,.436,1.3,3.2,.400,1.8,3.8,.467,.528,1.0,1.3,.729,0.2,1.4,1.6,1.4,0.6,0.1,1.5,1.6,8.3,,hardyja02
229,Brandin Podziemski,21,GSW,SG,32,8,24.1,3.2,7.7,.419,1.1,3.6,.313,2.1,4.1,.511,.492,0.8,1.0,.750,1.0,3.4,4.4,3.2,1.0,0.2,1.0,1.5,8.3,,podzibr01
230,Trendon Watford,24,BRK,PF,13,0,16.1,2.7,6.1,.443,0.6,2.0,.308,2.1,4.1,.509,.494,2.3,2.7,.857,0.3,2.5,2.8,1.2,0.4,0.3,1.2,2.3,8.3,,watfotr01
231,Cole Anthony,24,ORL,PG,43,8,16.3,3.0,7.5,.408,0.9,2.9,.306,2.2,4.6,.472,.467,1.2,1.6,.765,0.6,2.2,2.8,2.7,0.6,0.3,1.6,2.1,8.2,,anthoco01
232,Trayce Jackson-Davis,24,GSW,C,44,36,20.0,3.5,6.2,.571,0.0,0.0,.000,3.5,6.2,.574,.571,1.1,1.9,.595,2.4,4.0,6.4,2.2,0.5,0.8,0.9,1.5,8.2,,jackstr02
233,Peyton Watson,22,DEN,SF,46,12,24.2,3.0,6.3,.467,0.7,2.0,.344,2.3,4.3,.525,.522,1.6,2.2,.747,0.8,2.7,3.5,1.5,0.9,1.3,0.9,1.7,8.2,,watsope01
234,Al Horford,38,BOS,C,36,25,26.8,3.0,7.1,.416,1.8,5.1,.359,1.1,2.0,.562,.545,0.3,0.3,.833,1.1,4.2,5.3,2.1,0.6,0.9,0.8,1.5,8.1,,horfoal01
235,Tyrese Martin,25,BRK,SG,31,6,21.3,3.0,7.5,.399,1.6,4.5,.353,1.4,3.0,.468,.504,0.5,0.8,.654,1.1,2.8,3.9,1.8,0.4,0.2,1.3,1.1,8.1,,martity01
236,Jalen Smith,24,CHI,C,43,1,15.1,2.9,6.2,.464,1.1,3.3,.340,1.7,2.8,.612,.557,1.3,1.5,.831,1.5,4.0,5.5,0.8,0.3,0.7,0.6,1.6,8.1,,smithja04
237,Ausar Thompson,22,DET,SF,24,13,19.7,3.4,6.8,.500,0.3,1.3,.219,3.1,5.4,.569,.522,1.0,1.8,.595,1.6,3.2,4.8,1.6,1.5,0.4,1.5,2.5,8.1,,thompau01
238,Justin Champagnie,23,WAS,SF,27,13,20.0,3.1,6.2,.503,1.1,3.0,.388,2.0,3.2,.609,.596,0.6,0.9,.640,1.6,3.3,4.9,1.0,1.0,0.6,0.8,2.0,8.0,,champju01
239,Mike Conley,37,MIN,PG,42,36,24.6,2.5,6.8,.366,1.8,4.6,.381,0.7,2.2,.333,.495,1.2,1.4,.897,0.5,2.2,2.7,4.3,1.4,0.2,1.1,1.4,8.0,,conlemi01
240,Kevin Huerter,26,SAC,SG,41,15,21.5,3.0,7.4,.413,1.5,4.9,.302,1.6,2.5,.625,.512,0.5,0.7,.714,0.5,2.4,2.9,1.7,0.9,0.4,0.9,1.7,8.0,,huertke01
241,Jay Huff,26,MEM,C,42,1,13.4,2.8,5.4,.524,1.5,3.6,.417,1.3,1.8,.737,.663,0.9,1.1,.771,0.5,1.8,2.3,0.7,0.3,1.0,0.7,1.5,8.0,,huffja01
242,GG Jackson II,20,MEM,PF,5,0,16.6,2.8,7.8,.359,1.0,4.0,.250,1.8,3.8,.474,.423,1.4,1.8,.778,1.0,2.4,3.4,0.8,0.4,0.0,1.2,1.0,8.0,,jacksgg01
243,Garrison Mathews,28,ATL,SG,37,2,18.6,2.3,5.7,.405,1.9,4.8,.397,0.4,0.8,.452,.574,1.5,1.8,.821,0.3,1.5,1.8,1.5,0.7,0.3,0.7,1.8,8.0,,mathega01
244,A.J. Green,25,MIL,SG,38,4,21.8,2.7,5.9,.447,2.3,5.2,.442,0.3,0.7,.481,.642,0.3,0.4,.857,0.3,2.1,2.3,1.3,0.5,0.1,0.6,2.2,7.9,,greenaj01
245,Max Strus,28,CLE,SF,18,5,24.2,2.8,6.8,.415,2.0,5.4,.371,0.8,1.4,.577,.561,0.2,0.3,.800,0.9,3.3,4.2,2.9,0.4,0.4,1.0,1.9,7.9,,strusma01
246,Cody Martin,29,CHO,SF,39,8,24.8,3.0,6.9,.433,1.0,3.2,.323,1.9,3.7,.528,.507,0.9,1.3,.694,1.0,3.5,4.5,2.3,1.1,0.7,1.1,1.8,7.8,,martico01
247,Day'Ron Sharpe,23,BRK,C,25,0,17.6,3.1,6.4,.484,0.2,1.1,.148,2.9,5.3,.553,.497,1.5,2.0,.755,3.0,3.4,6.3,1.4,0.8,0.5,1.2,1.9,7.8,,sharpda01
248,Brandon Clarke,28,MEM,PF,44,18,18.5,3.5,5.6,.613,0.0,0.4,.063,3.4,5.3,.651,.615,0.8,1.2,.686,1.8,3.2,5.0,1.0,0.8,0.5,0.6,2.4,7.7,,clarkbr01
249,Keon Ellis,25,SAC,SG,44,10,21.5,2.5,5.2,.487,1.6,3.7,.447,0.9,1.5,.582,.645,1.0,1.1,.860,0.8,1.6,2.4,1.3,1.4,0.8,0.8,1.9,7.7,,elliske01
250,Jake LaRavia,23,MEM,PF,43,0,21.6,2.7,5.4,.491,0.9,2.0,.437,1.8,3.4,.524,.573,1.5,2.1,.711,1.4,3.0,4.4,3.0,0.9,0.4,1.5,2.0,7.7,,laravja01
251,Sam Hauser,27,BOS,PF,39,7,20.1,2.7,6.2,.434,2.1,5.3,.386,0.6,0.9,.714,.599,0.1,0.1,1.000,0.7,2.3,2.9,1.0,0.7,0.2,0.3,1.1,7.5,,hausesa01
252,Cason Wallace,21,OKC,SG,44,30,27.8,3.1,6.9,.449,1.0,3.0,.341,2.1,3.9,.532,.523,0.3,0.4,.778,1.1,2.4,3.5,2.5,1.7,0.6,0.7,2.3,7.5,,wallaca01
253,Kyshawn George,21,WAS,SG,40,10,25.7,2.5,7.3,.345,1.4,5.1,.277,1.1,2.3,.495,.440,1.0,1.3,.760,0.8,2.9,3.7,2.2,0.9,0.6,1.3,3.0,7.4,,georgky01
254,Josh Green,24,CHO,SG,41,40,28.2,2.6,6.1,.426,1.5,3.6,.412,1.1,2.5,.446,.548,0.8,1.1,.711,1.1,1.8,2.9,1.4,1.1,0.3,0.9,2.8,7.4,,greenjo02
255,Cameron Payne,30,NYK,PG,41,1,14.6,2.6,6.1,.428,1.5,3.8,.400,1.1,2.3,.474,.552,0.7,0.7,.900,0.3,1.2,1.4,2.5,0.6,0.3,0.7,1.8,7.4,,payneca01
256,Ryan Dunn,22,PHO,SF,40,24,20.1,3.0,6.6,.452,1.1,3.5,.317,1.9,3.1,.605,.536,0.3,0.5,.476,1.0,2.4,3.4,0.9,0.5,0.7,0.4,2.4,7.3,,dunnry01
257,Johnny Juzang,23,UTA,SG,32,5,17.8,2.5,5.9,.418,1.7,4.2,.400,0.8,1.7,.463,.561,0.7,0.8,.880,0.6,2.2,2.8,1.0,0.4,0.2,0.5,1.9,7.3,,juzanjo01
258,Taurean Prince,30,MIL,SF,44,37,25.8,2.6,5.8,.455,1.7,3.7,.463,0.9,2.0,.438,.605,0.4,0.5,.773,0.5,3.2,3.7,2.0,0.8,0.1,1.0,1.9,7.3,,princta02
259,Andre Drummond,31,PHI,C,28,16,19.2,2.9,5.7,.509,0.0,0.4,.091,2.9,5.3,.541,.513,1.3,2.2,.574,2.5,5.1,7.6,0.6,1.1,0.4,1.7,2.4,7.1,,drumman01
260,Justin Edwards,21,PHI,SF,15,0,20.3,2.7,5.8,.460,1.2,3.5,.340,1.5,2.3,.647,.563,0.5,0.9,.615,1.0,1.8,2.8,0.9,0.7,0.3,0.9,1.9,7.1,,edwarju01
261,Quinten Post,24,GSW,PF,7,0,12.0,2.7,5.6,.487,1.4,3.9,.370,1.3,1.7,.750,.615,0.3,0.3,1.000,0.4,1.7,2.1,1.6,0.1,0.3,0.7,1.7,7.1,,postqu01
262,Lonzo Ball,27,CHI,PG,26,5,20.8,2.4,6.3,.378,1.8,5.3,.348,0.5,1.0,.538,.524,0.4,0.5,.786,0.5,2.9,3.4,3.5,1.6,0.5,1.2,1.6,7.0,,balllo01
263,Isaiah Jackson,23,IND,C,5,1,16.8,2.8,4.6,.609,0.0,0.0,,2.8,4.6,.609,.609,1.4,2.8,.500,2.2,3.4,5.6,1.0,0.6,1.6,1.0,2.8,7.0,,jacksis01
264,Kelly Olynyk,33,TOR,C,21,1,15.2,2.3,4.6,.510,0.8,1.7,.486,1.5,2.9,.525,.599,1.5,2.0,.780,0.9,2.5,3.4,2.3,0.7,0.4,1.5,2.2,7.0,,olynyke01
265,Ja'Kobe Walter,20,TOR,SG,27,7,18.4,2.6,6.5,.394,0.9,3.1,.298,1.6,3.4,.484,.466,0.9,1.4,.658,0.7,1.7,2.4,1.4,0.5,0.2,0.8,1.9,7.0,,walteja01
266,Torrey Craig,34,CHI,SF,9,1,12.6,2.4,5.0,.489,1.7,3.9,.429,0.8,1.1,.700,.656,0.3,0.4,.750,0.9,1.9,2.8,0.6,0.2,0.1,0.0,1.7,6.9,,craigto01
267,Bones Hyland,24,LAC,PG,19,0,11.3,2.2,5.8,.373,1.5,4.1,.377,0.6,1.7,.364,.505,1.1,1.3,.875,0.3,1.0,1.3,1.5,0.9,0.2,1.2,1.2,6.9,,hylanbo01
268,Vasilije Micić,31,CHO,PG,32,12,20.7,2.5,7.3,.341,1.1,3.4,.333,1.3,3.9,.347,.418,0.8,1.0,.818,0.5,1.7,2.3,3.4,0.4,0.0,2.1,1.2,6.9,,micicva01
269,Josh Okogie,26,2TM,SG,30,1,15.3,2.4,5.0,.477,0.8,2.0,.400,1.6,3.0,.527,.556,1.2,1.6,.714,1.3,1.8,3.1,0.7,1.2,0.4,0.7,1.2,6.8,,okogijo01
269,Josh Okogie,26,PHO,SG,25,1,14.0,2.2,4.6,.491,0.6,1.7,.381,1.6,2.9,.556,.561,0.9,1.3,.688,1.3,1.6,2.9,0.6,0.8,0.4,0.6,1.1,6.0,,okogijo01
269,Josh Okogie,26,CHO,SG,5,0,21.6,3.2,7.4,.432,1.6,3.6,.444,1.6,3.8,.421,.541,2.6,3.4,.765,1.4,2.6,4.0,1.6,3.0,0.6,1.2,1.6,10.6,,okogijo01
270,Jared Butler,24,WAS,PG,31,0,11.1,2.7,5.5,.488,0.5,1.3,.375,2.2,4.2,.523,.532,1.0,1.3,.775,0.5,0.9,1.3,2.5,0.4,0.2,0.9,1.2,6.8,,butleja02
271,Trey Lyles,29,SAC,PF,36,2,20.1,2.3,5.8,.401,1.4,3.9,.345,0.9,1.8,.523,.519,0.9,1.2,.738,1.1,3.7,4.8,0.9,0.6,0.5,0.6,1.3,6.8,,lylestr01
272,Eric Gordon,36,PHI,SG,33,10,19.4,2.2,5.2,.421,1.4,3.5,.397,0.8,1.7,.473,.556,1.0,1.3,.744,0.2,0.9,1.1,1.5,0.6,0.3,0.7,0.8,6.7,,gordoer01
273,Elfrid Payton,30,NOP,PG,7,3,20.6,3.3,6.6,.500,0.0,0.1,.000,3.3,6.4,.511,.500,0.1,0.3,.500,0.7,2.7,3.4,6.9,1.4,0.4,2.9,1.4,6.7,,paytoel01
274,Sam Merrill,28,CLE,SG,39,2,18.3,2.2,5.8,.373,1.7,5.1,.335,0.5,0.8,.613,.518,0.6,0.6,.957,0.5,1.4,1.9,1.6,0.5,0.2,0.4,1.8,6.6,,merrisa01
275,Haywood Highsmith,28,MIA,SF,43,34,24.2,2.5,5.2,.477,1.2,3.0,.406,1.3,2.2,.574,.595,0.4,0.6,.667,0.9,2.3,3.2,1.3,1.0,0.6,0.8,2.1,6.5,,highsha01
276,Simone Fontecchio,29,DET,SF,41,0,17.9,2.1,5.3,.404,1.1,3.3,.343,1.0,2.0,.500,.509,1.0,1.2,.800,0.7,2.3,2.9,0.9,0.3,0.1,0.8,1.3,6.4,,fontesi01
277,Ron Holland,19,DET,SF,46,1,15.6,2.4,5.2,.465,0.5,2.0,.250,1.9,3.2,.597,.512,1.0,1.3,.780,0.5,2.3,2.8,0.8,0.5,0.2,0.8,1.8,6.4,,hollaro01
278,Jonathan Isaac,27,ORL,PF,42,0,16.8,2.3,5.5,.417,0.7,2.6,.252,1.6,2.8,.571,.478,1.1,1.7,.658,1.9,3.0,4.9,0.5,0.8,1.3,0.5,1.4,6.4,,isaacjo01
279,DaQuan Jeffries,27,CHO,SG,12,0,17.4,2.4,5.0,.483,1.2,2.8,.424,1.3,2.3,.556,.600,0.4,0.5,.833,1.0,2.3,3.3,0.8,0.6,0.4,0.6,1.8,6.4,,jeffrda01
280,KJ Martin,24,PHI,PF,24,7,20.0,2.5,4.1,.616,0.3,0.9,.381,2.2,3.3,.679,.657,1.0,1.2,.828,0.9,2.1,3.0,0.8,0.5,0.7,0.5,2.6,6.4,,martike04
281,Ajay Mitchell,22,OKC,SG,34,1,16.5,2.5,4.9,.506,0.6,1.5,.431,1.8,3.4,.539,.572,0.8,1.0,.848,0.5,1.5,2.0,1.7,0.7,0.1,0.8,1.7,6.4,,mitchaj01
282,Keaton Wallace,25,ATL,PG,18,3,17.8,2.4,5.6,.426,1.1,2.9,.377,1.3,2.7,.479,.525,0.5,0.5,1.000,0.2,1.5,1.7,2.4,1.1,0.3,1.2,1.2,6.4,,wallake01
283,Ricky Council IV,23,PHI,SF,36,3,14.3,2.1,5.1,.402,0.6,2.2,.269,1.5,2.9,.500,.459,1.6,1.9,.836,0.7,1.7,2.3,0.9,0.3,0.2,0.6,0.8,6.3,,councri01
284,Vit Krejci,24,ATL,PG,31,14,19.7,2.3,5.2,.432,1.3,3.4,.377,1.0,1.8,.536,.556,0.5,0.7,.714,0.4,2.0,2.4,2.7,0.7,0.5,0.9,1.8,6.3,,krejcvi01
285,Terance Mann,28,LAC,SG,33,12,20.0,2.5,5.5,.456,0.7,2.1,.353,1.8,3.4,.518,.522,0.6,0.9,.700,0.8,2.1,2.9,1.7,0.8,0.3,0.7,1.9,6.3,,mannte01
286,Ben Simmons,28,BRK,PG,30,24,25.3,2.9,5.2,.555,0.0,0.0,,2.9,5.2,.555,.555,0.5,0.8,.696,0.9,4.4,5.3,7.1,0.8,0.5,2.8,2.5,6.3,,simmobe01
287,Jarace Walker,21,IND,PF,45,1,16.8,2.3,4.9,.468,1.0,2.5,.389,1.3,2.4,.551,.568,0.8,1.2,.642,0.4,2.9,3.3,1.5,1.0,0.4,1.1,1.7,6.3,,walkeja02
288,Javonte Green,31,NOP,SG,42,15,22.0,2.2,4.7,.464,0.8,2.1,.382,1.4,2.5,.533,.551,1.0,1.4,.754,1.1,2.5,3.5,0.8,1.0,0.7,0.6,1.5,6.2,,greenja02
289,Dru Smith,27,MIA,SG,14,1,19.1,2.2,4.4,.508,1.1,2.1,.533,1.1,2.2,.484,.639,0.6,0.9,.750,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2,,smithdr01
290,Shake Milton,28,2TM,SG,35,1,16.1,2.2,4.9,.445,0.9,2.3,.366,1.3,2.6,.516,.532,0.9,1.1,.769,0.5,1.3,1.8,2.1,0.4,0.1,0.7,1.4,6.1,,miltosh01
290,Shake Milton,28,BRK,SG,27,1,18.2,2.7,5.8,.465,1.0,2.7,.389,1.7,3.1,.529,.554,0.9,1.2,.758,0.6,1.3,1.9,2.4,0.6,0.0,0.7,1.6,7.4,,miltosh01
290,Shake Milton,28,LAL,SG,8,0,9.1,0.5,2.0,.250,0.3,1.3,.200,0.3,0.8,.333,.313,0.6,0.8,.833,0.3,1.3,1.5,1.1,0.0,0.1,0.5,0.8,1.9,,miltosh01
291,Kyle Filipowski,21,UTA,C,34,8,18.5,2.3,4.8,.481,0.6,2.1,.300,1.7,2.7,.620,.546,0.9,1.4,.612,1.1,3.8,4.9,1.8,0.6,0.1,0.9,1.9,6.1,,filipky01
292,Davion Mitchell,26,TOR,PG,41,21,24.7,2.3,5.6,.417,0.9,2.7,.330,1.4,2.9,.496,.496,0.6,0.9,.667,0.4,1.6,1.9,4.6,0.7,0.2,1.7,2.7,6.1,,mitchda01
293,Thomas Bryant,27,2TM,C,29,1,13.1,2.3,4.1,.550,0.8,1.9,.411,1.5,2.2,.672,.646,0.7,0.7,.950,1.3,2.3,3.6,0.7,0.4,0.6,0.3,0.9,6.0,,bryanth01
293,Thomas Bryant,27,MIA,C,10,0,11.5,1.2,2.8,.429,0.6,1.7,.353,0.6,1.1,.545,.536,1.1,1.1,1.000,0.6,2.6,3.2,0.4,0.1,0.9,0.2,0.9,4.1,,bryanth01
293,Thomas Bryant,27,IND,C,19,1,13.9,2.8,4.8,.587,0.9,2.1,.436,1.9,2.8,.698,.679,0.4,0.5,.889,1.6,2.2,3.8,0.8,0.6,0.5,0.4,0.8,7.0,,bryanth01
294,Kris Dunn,30,LAC,PG,42,29,22.6,2.5,5.9,.423,0.9,3.0,.305,1.5,2.8,.551,.502,0.1,0.3,.500,0.7,2.6,3.2,2.7,1.5,0.3,1.1,2.5,6.0,,dunnkr01
295,Talen Horton-Tucker,24,CHI,SG,39,0,11.8,2.2,4.7,.457,0.8,2.1,.383,1.4,2.6,.515,.541,0.9,1.2,.729,0.4,1.4,1.7,1.4,0.4,0.2,0.7,1.0,6.0,,hortota01
296,Marcus Sasser,24,DET,PG,35,0,13.9,2.3,4.9,.468,0.9,2.5,.371,1.3,2.3,.573,.564,0.5,0.6,.900,0.3,0.9,1.2,2.1,0.6,0.1,0.8,1.3,6.0,,sassema01
297,Nick Smith Jr.,20,CHO,SG,25,6,15.0,2.3,6.1,.379,1.2,3.5,.341,1.1,2.6,.431,.477,0.2,0.2,.800,0.2,1.5,1.7,1.6,0.3,0.2,0.8,0.8,6.0,,smithni01
298,Dean Wade,28,CLE,PF,35,26,22.8,2.1,5.1,.408,1.5,4.3,.349,0.6,0.9,.700,.553,0.4,0.7,.520,1.0,4.1,5.1,1.6,0.9,0.5,0.3,1.9,6.0,,wadede01
299,James Wiseman,23,IND,C,1,0,5.0,2.0,4.0,.500,0.0,1.0,.000,2.0,3.0,.667,.500,2.0,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,,wisemja01
300,Jaylin Williams,22,OKC,PF,18,5,16.2,2.2,5.2,.415,1.3,3.7,.364,0.8,1.6,.536,.543,0.2,0.2,1.000,1.2,3.6,4.8,2.2,0.4,0.6,0.7,1.7,5.9,,willija07
301,Kevin Love,36,MIA,PF,18,6,11.1,1.9,5.5,.354,1.2,3.2,.362,0.8,2.3,.341,.460,0.7,1.1,.684,0.9,3.2,4.2,1.1,0.8,0.1,0.7,0.9,5.8,,loveke01
302,Isaac Okoro,24,CLE,SG,28,16,19.7,2.0,4.7,.427,1.1,2.8,.397,0.9,1.9,.472,.546,0.6,0.9,.720,0.8,1.3,2.1,1.6,0.7,0.4,0.4,2.0,5.8,,okorois01
303,Jeremiah Robinson-Earl,24,NOP,PF,39,6,18.3,2.2,5.0,.446,0.7,2.3,.300,1.5,2.7,.571,.515,0.6,0.7,.862,1.8,3.1,4.8,1.3,0.7,0.2,0.7,1.3,5.8,,robinje02
304,Robert Williams,27,POR,C,17,3,17.3,2.4,3.7,.651,0.1,0.2,.333,2.4,3.5,.667,.659,0.9,1.0,.882,1.8,3.9,5.7,1.0,0.6,1.7,0.9,1.5,5.8,,williro04
305,Precious Achiuwa,25,NYK,C,26,1,18.8,2.5,4.5,.542,0.3,0.7,.412,2.2,3.9,.564,.572,0.5,1.0,.519,1.7,3.7,5.4,1.0,0.9,0.8,0.8,1.4,5.7,,achiupr01
306,Alex Caruso,30,OKC,SG,27,0,19.7,2.2,5.7,.383,1.0,3.3,.292,1.2,2.4,.508,.468,0.3,0.4,.750,0.7,2.1,2.8,2.6,1.8,0.5,0.7,1.9,5.7,,carusal01
307,Quenton Jackson,26,IND,PG,18,7,14.1,2.2,4.2,.513,0.5,1.3,.375,1.7,2.9,.577,.572,0.8,1.2,.714,0.6,0.9,1.5,1.7,0.5,0.3,0.6,1.8,5.7,,jacksqu01
308,Alec Burks,33,MIA,SG,25,0,16.1,1.7,4.2,.413,1.3,3.1,.429,0.4,1.1,.370,.572,0.8,1.0,.808,0.3,1.7,2.0,1.0,0.5,0.2,0.4,0.6,5.6,,burksal01
309,Drew Eubanks,27,UTA,C,35,3,15.2,2.3,3.8,.594,0.1,0.1,.600,2.2,3.7,.594,.605,1.0,1.5,.648,1.1,3.5,4.7,1.2,0.3,0.8,0.9,1.3,5.6,,eubandr01
